,segment_code,segment_name,family_code,family_name,class_code,class_name,commodity_code,commodity_name
5703,31000000,Composant et fourniture de fabrication,31310000,Tuyaux assemblés,31311700,Tuyaux assemblés par liaison métallurgique,31311705,Tuyaux assemblés par liaison métallurgique - acier faiblement allié
5704,31000000,Composant et fourniture de fabrication,31310000,Tuyaux assemblés,31311700,Tuyaux assemblés par liaison métallurgique,31311706,Tuyaux assemblés par liaison métallurgique - matériaux non métalliques
5705,31000000,Composant et fourniture de fabrication,31310000,Tuyaux assemblés,31311700,Tuyaux assemblés par liaison métallurgique,31311709,Tuyaux assemblés par liaison métallurgique - acier inoxydable
5706,31000000,Composant et fourniture de fabrication,31310000,Tuyaux assemblés,31311700,Tuyaux assemblés par liaison métallurgique,31311710,Tuyaux assemblés par liaison métallurgique - titane
5707,31000000,Composant et fourniture de fabrication,31310000,Tuyaux assemblés,31311700,Tuyaux assemblés par liaison métallurgique,31311711,Tuyaux assemblés par liaison métallurgique - alliage nickel-chrome
5708,31000000,Composant et fourniture de fabrication,31310000,Tuyaux assemblés,31311700,Tuyaux assemblés par liaison métallurgique,31311712,Tuyaux assemblés par liaison métallurgique - cuivre
5709,31000000,Composant et fourniture de fabrication,31310000,Tuyaux assemblés,31311700,Tuyaux assemblés par liaison métallurgique,31311713,Tuyaux assemblés par liaison métallurgique - laiton
5710,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321100,Barres assemblées par liaison métallurgique,31321101,Barres assemblées par liaison métallurgique - aluminium
5711,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321100,Barres assemblées par liaison métallurgique,31321102,Barres assemblées par liaison métallurgique - acier au carbone
5712,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321100,Barres assemblées par liaison métallurgique,31321103,Barres assemblées par liaison métallurgique - Hastelloy X
5713,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321100,Barres assemblées par liaison métallurgique,31321104,Barres assemblées par liaison métallurgique - Inconel
5714,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321100,Barres assemblées par liaison métallurgique,31321105,Barres assemblées par liaison métallurgique - acier faiblement allié
5715,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321100,Barres assemblées par liaison métallurgique,31321106,Barres assemblées par liaison métallurgique - matériaux non métalliques
5716,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321100,Barres assemblées par liaison métallurgique,31321109,Barres assemblées par liaison métallurgique - acier inoxydable
5717,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321100,Barres assemblées par liaison métallurgique,31321110,Barres assemblées par liaison métallurgique - titane
5718,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321100,Barres assemblées par liaison métallurgique,31321111,Barres assemblées par liaison métallurgique - alliage nickel-chrome
5719,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321100,Barres assemblées par liaison métallurgique,31321112,Barres assemblées par liaison métallurgique - cuivre
5720,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321100,Barres assemblées par liaison métallurgique,31321113,Barres assemblées par liaison métallurgique - laiton
5721,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321200,Barres assemblées par soudage par solvant,31321201,Barres assemblées par soudage par solvant - aluminium
5722,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321200,Barres assemblées par soudage par solvant,31321202,Barres assemblées par soudage par solvant - acier au carbone
5723,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321200,Barres assemblées par soudage par solvant,31321203,Barres assemblées par soudage par solvant - Hastelloy X
5724,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321200,Barres assemblées par soudage par solvant,31321204,Barres assemblées par soudage par solvant - Inconel
5725,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321200,Barres assemblées par soudage par solvant,31321205,Barres assemblées par soudage par solvant - acier faiblement allié
5726,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321200,Barres assemblées par soudage par solvant,31321206,Barres assemblées par soudage par solvant - matériaux non métalliques
5727,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321200,Barres assemblées par soudage par solvant,31321209,Barres assemblées par soudage par solvant - acier inoxydable
5728,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321200,Barres assemblées par soudage par solvant,31321210,Barres assemblées par soudage par solvant - titane
5729,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321200,Barres assemblées par soudage par solvant,31321211,Barres assemblées par soudage par solvant - alliage nickel-chrome
5730,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321200,Barres assemblées par soudage par solvant,31321212,Barres assemblées par soudage par solvant - cuivre
5731,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321200,Barres assemblées par soudage par solvant,31321213,Barres assemblées par soudage par solvant - laiton
5732,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321300,Barres assemblées par rivetage,31321301,Barres assemblées par rivetage - aluminium
5733,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321300,Barres assemblées par rivetage,31321302,Barres assemblées par rivetage - acier au carbone
5734,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321300,Barres assemblées par rivetage,31321303,Barres assemblées par rivetage - Hastelloy X
5735,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321300,Barres assemblées par rivetage,31321304,Barres assemblées par rivetage - Inconel
5736,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321300,Barres assemblées par rivetage,31321305,Barres assemblées par rivetage - acier faiblement allié
5737,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321300,Barres assemblées par rivetage,31321306,Barres assemblées par rivetage - matériaux non métalliques
5738,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321300,Barres assemblées par rivetage,31321309,Barres assemblées par rivetage - acier inoxydable
5739,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321300,Barres assemblées par rivetage,31321310,Barres assemblées par rivetage - titane
5740,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321300,Barres assemblées par rivetage,31321311,Barres assemblées par rivetage - alliage nickel-chrome
5741,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321300,Barres assemblées par rivetage,31321312,Barres assemblées par rivetage - cuivre
5742,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321300,Barres assemblées par rivetage,31321313,Barres assemblées par rivetage - laiton
5743,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321400,Barres assemblées par soudage ou brasage,31321401,Barres assemblées par soudage ou brasage - aluminium
5744,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321400,Barres assemblées par soudage ou brasage,31321402,Barres assemblées par soudage ou brasage - acier au carbone
5745,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321400,Barres assemblées par soudage ou brasage,31321403,Barres assemblées par soudage ou brasage - Hastelloy X
5746,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321400,Barres assemblées par soudage ou brasage,31321404,Barres assemblées par soudage ou brasage - Inconel
5747,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321400,Barres assemblées par soudage ou brasage,31321405,Barres assemblées par soudage ou brasage - alliage faiblement allié
5748,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321400,Barres assemblées par soudage ou brasage,31321406,Barres assemblées par soudage ou brasage - matériaux non métalliques
5749,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321400,Barres assemblées par soudage ou brasage,31321409,Barres assemblées par soudage ou brasage - acier inoxydable
5750,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321400,Barres assemblées par soudage ou brasage,31321410,Barres assemblées par soudage ou brasage - titane
5751,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321400,Barres assemblées par soudage ou brasage,31321411,Barres assemblées par soudage ou brasage - alliage nickel-chrome
5752,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321400,Barres assemblées par soudage ou brasage,31321412,Barres assemblées par soudage ou brasage - cuivre
5753,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321400,Barres assemblées par soudage ou brasage,31321413,Barres assemblées par soudage ou brasage - laiton
5754,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321500,Barres assemblées par soudage par rayons UV,31321501,Barres assemblées par soudage par rayons UV - aluminium
5755,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321500,Barres assemblées par soudage par rayons UV,31321502,Barres assemblées par soudage par rayons UV - acier au carbone
5756,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321500,Barres assemblées par soudage par rayons UV,31321503,Barres assemblées par soudage par rayons UV - Hastelloy X ultra
5757,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321500,Barres assemblées par soudage par rayons UV,31321504,Barres assemblées par soudage par rayons UV - Inconel
5758,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321500,Barres assemblées par soudage par rayons UV,31321505,Barres assemblées par soudage par rayons UV - acier faiblement allié
5759,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321500,Barres assemblées par soudage par rayons UV,31321506,Barres assemblées par soudage par rayons UV - matériaux non métalliques
5760,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321500,Barres assemblées par soudage par rayons UV,31321509,Barres assemblées par soudage par rayons UV - acier inoxydable
5761,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321500,Barres assemblées par soudage par rayons UV,31321510,Barres assemblées par soudage par rayons UV - titane
5762,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321500,Barres assemblées par soudage par rayons UV,31321511,Barres assemblées par soudage par rayons UV - alliage nickel-chrome
5763,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321500,Barres assemblées par soudage par rayons UV,31321512,Barres assemblées par soudage par rayons UV - cuivre
5764,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321500,Barres assemblées par soudage par rayons UV,31321513,Barres assemblées par soudage par rayons UV - laiton
5765,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321600,Barres assemblées par soudage par ultrasons,31321601,Barres assemblées par soudage par ultrasons - aluminium
5766,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321600,Barres assemblées par soudage par ultrasons,31321602,Barres assemblées par soudage par ultrasons - acier au carbone
5767,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321600,Barres assemblées par soudage par ultrasons,31321603,Barres assemblées par soudage par ultrasons - Hastelloy X
5768,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321600,Barres assemblées par soudage par ultrasons,31321604,Barres assemblées par soudage par ultrasons - Inconel
5769,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321600,Barres assemblées par soudage par ultrasons,31321605,Barres assemblées par soudage par ultrasons - acier faiblement allié
5770,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321600,Barres assemblées par soudage par ultrasons,31321606,Barres assemblées par soudage par ultrasons - matériaux non métalliques
5771,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321600,Barres assemblées par soudage par ultrasons,31321609,Barres assemblées par soudage par ultrasons - acier inoxydable
5772,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321600,Barres assemblées par soudage par ultrasons,31321610,Barres assemblées par soudage par ultrasons - titane
5773,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321600,Barres assemblées par soudage par ultrasons,31321611,Barres assemblées par soudage par ultrasons - alliage nickel-chrome
5774,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321600,Barres assemblées par soudage par ultrasons,31321612,Barres assemblées par soudage par ultrasons - cuivre
5775,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321600,Barres assemblées par soudage par ultrasons,31321613,Barres assemblées par soudage par ultrasons - laiton
5776,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321700,Barres assemblées par boulonnage,31321701,Barres assemblées par boulonnage - aluminium
5777,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321700,Barres assemblées par boulonnage,31321702,Barres assemblées par boulonnage - acier au carbone
5778,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321700,Barres assemblées par boulonnage,31321703,Barres assemblées par boulonnage - Hastelloy X
5779,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321700,Barres assemblées par boulonnage,31321704,Barres assemblées par boulonnage - Inconel
5780,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321700,Barres assemblées par boulonnage,31321705,Barres assemblées par boulonnage - acier faiblement allié
5781,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321700,Barres assemblées par boulonnage,31321706,Barres assemblées par boulonnage - matériaux non métalliques
5782,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321700,Barres assemblées par boulonnage,31321709,Barres assemblées par boulonnage - acier inoxydable
5783,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321700,Barres assemblées par boulonnage,31321710,Barres assemblées par boulonnage - titane
5784,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321700,Barres assemblées par boulonnage,31321711,Barres assemblées par boulonnage - alliage nickel-chrome
5785,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321700,Barres assemblées par boulonnage,31321712,Barres assemblées par boulonnage - cuivre
5786,31000000,Composant et fourniture de fabrication,31320000,Barres assemblées,31321700,Barres assemblées par boulonnage,31321713,Barres assemblées par boulonnage - laiton
5787,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331100,Éléments structuraux assemblés par liaison métallurgique,31331101,Éléments structuraux assemblés par liaison métallurgique - aluminium
5788,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331100,Éléments structuraux assemblés par liaison métallurgique,31331102,Éléments structuraux assemblés par liaison métallurgique - acier au carbone
5789,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331100,Éléments structuraux assemblés par liaison métallurgique,31331103,Éléments structuraux assemblés par liaison métallurgique - Hastelloy X
5790,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331100,Éléments structuraux assemblés par liaison métallurgique,31331104,Éléments structuraux assemblés par liaison métallurgique - Inconel
5791,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331100,Éléments structuraux assemblés par liaison métallurgique,31331105,Éléments structuraux assemblés par liaison métallurgique - acier faiblement allié
5792,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331100,Éléments structuraux assemblés par liaison métallurgique,31331106,Éléments structuraux assemblés par liaison métallurgique - matériaux non métalliques
5793,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331100,Éléments structuraux assemblés par liaison métallurgique,31331109,Éléments structuraux assemblés par liaison métallurgique - acier inoxydable
5794,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331100,Éléments structuraux assemblés par liaison métallurgique,31331110,Éléments structuraux assemblés par liaison métallurgique - titane
5795,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331100,Éléments structuraux assemblés par liaison métallurgique,31331111,Éléments structuraux assemblés par liaison métallurgique - alliage nickel-chrome
5796,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331100,Éléments structuraux assemblés par liaison métallurgique,31331112,Éléments structuraux assemblés par liaison métallurgique - cuivre
5797,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331100,Éléments structuraux assemblés par liaison métallurgique,31331113,Éléments structuraux assemblés par liaison métallurgique - laiton
5798,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331200,Éléments structuraux assemblés par boulonnage,31331201,Éléments structuraux assemblés par boulonnage - aluminium
5799,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331200,Éléments structuraux assemblés par boulonnage,31331202,Éléments structuraux assemblés par boulonnage - acier au carbone
5800,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331200,Éléments structuraux assemblés par boulonnage,31331203,Éléments structuraux assemblés par boulonnage - Hastelloy X
5801,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331200,Éléments structuraux assemblés par boulonnage,31331204,Éléments structuraux assemblés par boulonnage - Inconel
5802,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331200,Éléments structuraux assemblés par boulonnage,31331205,Éléments structuraux assemblés par boulonnage - acier faiblement allié
5803,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331200,Éléments structuraux assemblés par boulonnage,31331206,Éléments structuraux assemblés par boulonnage - matériaux non métalliques
5804,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331200,Éléments structuraux assemblés par boulonnage,31331209,Éléments structuraux assemblés par boulonnage - acier inoxydable
5805,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331200,Éléments structuraux assemblés par boulonnage,31331210,Éléments structuraux assemblés par boulonnage - titane
5806,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331200,Éléments structuraux assemblés par boulonnage,31331211,Éléments structuraux assemblés par boulonnage - alliage nickel-chrome
5807,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331200,Éléments structuraux assemblés par boulonnage,31331212,Éléments structuraux assemblés par boulonnage - cuivre
5808,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331200,Éléments structuraux assemblés par boulonnage,31331213,Éléments structuraux assemblés par boulonnage - laiton
5809,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331300,Éléments structuraux assemblés par soudage par ultrasons,31331301,Éléments structuraux assemblés par soudage par ultrasons - aluminium
5810,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331300,Éléments structuraux assemblés par soudage par ultrasons,31331302,Éléments structuraux assemblés par soudage par ultrasons - acier au carbone
5811,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331300,Éléments structuraux assemblés par soudage par ultrasons,31331303,Éléments structuraux assemblés par soudage par ultrasons - Hastelloy X
5812,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331300,Éléments structuraux assemblés par soudage par ultrasons,31331304,Éléments structuraux assemblés par soudage par ultrasons - Inconel
5813,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331300,Éléments structuraux assemblés par soudage par ultrasons,31331305,Éléments structuraux assemblés par soudage par ultrasons - acier faiblement allié
5814,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331300,Éléments structuraux assemblés par soudage par ultrasons,31331306,Éléments structuraux assemblés par soudage par ultrasons - matériaux non métalliques
5815,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331300,Éléments structuraux assemblés par soudage par ultrasons,31331309,Éléments structuraux assemblés par soudage par ultrasons - acier inoxydable
5816,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331300,Éléments structuraux assemblés par soudage par ultrasons,31331310,Éléments structuraux assemblés par soudage par ultrasons - titane
5817,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331300,Éléments structuraux assemblés par soudage par ultrasons,31331311,Éléments structuraux assemblés par soudage par ultrasons - alliage nickel-chrome
5818,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331300,Éléments structuraux assemblés par soudage par ultrasons,31331312,Éléments structuraux assemblés par soudage par ultrasons - cuivre
5819,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331300,Éléments structuraux assemblés par soudage par ultrasons,31331313,Éléments structuraux assemblés par soudage par ultrasons - laiton
5820,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331400,Éléments structuraux assemblés par soudage par rayons UV,31331401,Éléments structuraux assemblés par soudage par rayons UV - aluminium
5821,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331400,Éléments structuraux assemblés par soudage par rayons UV,31331402,Éléments structuraux assemblés par soudage par rayons UV - acier au carbone
5822,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331400,Éléments structuraux assemblés par soudage par rayons UV,31331403,Éléments structuraux assemblés par soudage par rayons UV - Hastelloy X
5823,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331400,Éléments structuraux assemblés par soudage par rayons UV,31331404,Éléments structuraux assemblés par soudage par rayons UV - Inconel
5824,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331400,Éléments structuraux assemblés par soudage par rayons UV,31331405,Éléments structuraux assemblés par soudage par rayons UV - acier faiblement allié
5825,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331400,Éléments structuraux assemblés par soudage par rayons UV,31331406,Éléments structuraux assemblés par soudage par rayons UV - matériaux non métalliques
5826,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331400,Éléments structuraux assemblés par soudage par rayons UV,31331409,Éléments structuraux assemblés par soudage par rayons UV - acier inoxydable
5827,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331400,Éléments structuraux assemblés par soudage par rayons UV,31331410,Éléments structuraux assemblés par soudage par rayons UV - titane
5828,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331400,Éléments structuraux assemblés par soudage par rayons UV,31331411,Éléments structuraux assemblés par soudage par rayons UV - alliage nickel-chrome
5829,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331400,Éléments structuraux assemblés par soudage par rayons UV,31331412,Éléments structuraux assemblés par soudage par rayons UV - cuivre
5830,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331400,Éléments structuraux assemblés par soudage par rayons UV,31331413,Éléments structuraux assemblés par soudage par rayons UV - laiton
5831,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331500,Éléments structuraux assemblés par soudage par solvant,31331501,Éléments structuraux assemblés par soudage par solvant - aluminium
5832,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331500,Éléments structuraux assemblés par soudage par solvant,31331502,Éléments structuraux assemblés par soudage par solvant - acier au carbone
5833,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331500,Éléments structuraux assemblés par soudage par solvant,31331503,Éléments structuraux assemblés par soudage par solvant - Hastelloy X
5834,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331500,Éléments structuraux assemblés par soudage par solvant,31331504,Éléments structuraux assemblés par soudage par solvant - Inconel
5835,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331500,Éléments structuraux assemblés par soudage par solvant,31331505,Éléments structuraux assemblés par soudage par solvant - acier faiblement allié
5836,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331500,Éléments structuraux assemblés par soudage par solvant,31331506,Éléments structuraux assemblés par soudage par solvant - matériaux non métalliques
5837,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331500,Éléments structuraux assemblés par soudage par solvant,31331509,Éléments structuraux assemblés par soudage par solvant - acier inoxydable
5838,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331500,Éléments structuraux assemblés par soudage par solvant,31331510,Éléments structuraux assemblés par soudage par solvant - titane
5839,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331500,Éléments structuraux assemblés par soudage par solvant,31331511,Éléments structuraux assemblés par soudage par solvant - alliage nickel-chrome
5840,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331500,Éléments structuraux assemblés par soudage par solvant,31331512,Éléments structuraux assemblés par soudage par solvant - cuivre
5841,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331500,Éléments structuraux assemblés par soudage par solvant,31331513,Éléments structuraux assemblés par soudage par solvant - laiton
5842,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331600,Éléments structuraux assemblés par soudage ou brasage,31331601,Éléments structuraux assemblés par soudage ou brasage - aluminium
5843,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331600,Éléments structuraux assemblés par soudage ou brasage,31331602,Éléments structuraux assemblés par soudage ou brasage - acier au carbone
5844,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331600,Éléments structuraux assemblés par soudage ou brasage,31331603,Éléments structuraux assemblés par soudage ou brasage - Hastelloy X
5845,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331600,Éléments structuraux assemblés par soudage ou brasage,31331604,Éléments structuraux assemblés par soudage ou brasage - Inconel
5846,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331600,Éléments structuraux assemblés par soudage ou brasage,31331605,Éléments structuraux assemblés par soudage ou brasage - acier faiblement allié
5847,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331600,Éléments structuraux assemblés par soudage ou brasage,31331606,Éléments structuraux assemblés par soudage ou brasage - matériaux non métalliques
5848,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331600,Éléments structuraux assemblés par soudage ou brasage,31331609,Éléments structuraux assemblés par soudage ou brasage - acier inoxydable
5849,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331600,Éléments structuraux assemblés par soudage ou brasage,31331610,Éléments structuraux assemblés par soudage ou brasage - titane
5850,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331600,Éléments structuraux assemblés par soudage ou brasage,31331611,Éléments structuraux assemblés par soudage ou brasage - alliage nickel-chrome
5851,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331600,Éléments structuraux assemblés par soudage ou brasage,31331612,Éléments structuraux assemblés par soudage ou brasage - cuivre
5852,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331600,Éléments structuraux assemblés par soudage ou brasage,31331613,Éléments structuraux assemblés par soudage ou brasage - laiton
5853,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331700,Éléments structuraux assemblés par rivetage,31331701,Éléments structuraux assemblés par rivetage - aluminium
5854,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331700,Éléments structuraux assemblés par rivetage,31331702,Éléments structuraux assemblés par rivetage - acier au carbone
5855,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331700,Éléments structuraux assemblés par rivetage,31331703,Éléments structuraux assemblés par rivetage - Hastelloy X
5856,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331700,Éléments structuraux assemblés par rivetage,31331704,Éléments structuraux assemblés par rivetage - Inconel
5857,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331700,Éléments structuraux assemblés par rivetage,31331705,Éléments structuraux assemblés par rivetage - acier faiblement allié
5858,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331700,Éléments structuraux assemblés par rivetage,31331706,Éléments structuraux assemblés par rivetage - matériaux non métalliques
5859,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331700,Éléments structuraux assemblés par rivetage,31331709,Éléments structuraux assemblés par rivetage - acier inoxydable
5860,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331700,Éléments structuraux assemblés par rivetage,31331710,Éléments structuraux assemblés par rivetage - titane
5861,31000000,Composant et fourniture de fabrication,31330000,Éléments structuraux assemblés,31331700,Éléments structuraux assemblés par rivetage,31331711,Éléments structuraux assemblés par rivetage - alliage nickel-chrome
